student_id,dept_name,activity_year,grade,matched_keyword,news_origin_year,time_lag,section,context
202410843 ,컴퓨터과학전공,2022,2학년,반도체,2021,1,진로활동,"...생한 이야 기름 접함. 1학기 자율 교육 과정 (2022.07.20 )올 이수하면서 현행 반도체 기술의 한계와 양 자 컴퓨터의 미래적 가치에 대해 김토함 . 또한, 영화 '올드'물 중심..."
202410843 ,컴퓨터과학전공,2022,2학년,메타버스,2022,0,진로활동,...22.11.03 ) 행사로 컴퓨터 공학 계열 강 연을 듣고 디지털 뉴미디어에 대한 비전과 메타버스물 활용하 교육 현장에 대한 생생한 이야 기름 접함. 1학기 자율 교육 과정 (2022.0...
202410891 ,컴퓨터과학과,2021,1학년,코로나,2019,2,자율활동,"...기에는 줄기세포와 관련해 현재 진행되는 실험 들올 조사 공부하여 설명해주없으며 2학기에는 코로나바이러스가 천연두, 인플무엔자 등과 의 차이집에 대해 조사하이 담구하여 발표함. 적정기술..."
202410891 ,컴퓨터과학과,2021,1학년,코로나,2020,1,자율활동,"...기에는 줄기세포와 관련해 현재 진행되는 실험 들올 조사 공부하여 설명해주없으며 2학기에는 코로나바이러스가 천연두, 인플무엔자 등과 의 차이집에 대해 조사하이 담구하여 발표함. 적정기술..."
202410891 ,컴퓨터과학과,2021,1학년,코로나,2021,0,자율활동,"...기에는 줄기세포와 관련해 현재 진행되는 실험 들올 조사 공부하여 설명해주없으며 2학기에는 코로나바이러스가 천연두, 인플무엔자 등과 의 차이집에 대해 조사하이 담구하여 발표함. 적정기술..."
202410891 ,컴퓨터과학과,2022,2학년,코로나,2020,2,동아리활동,...제 제시. 피드백 등에 적 극 참여해 근 기여클 함. 데이터 처리와 분석에 관심올 보이미 코로나가 우리나라 관광업에 끼친 영향울 프로그래망 언어물 이용해 시각화하고 분석하는 것울 프로직...
202410891 ,컴퓨터과학과,2022,2학년,코로나,2021,1,동아리활동,...제 제시. 피드백 등에 적 극 참여해 근 기여클 함. 데이터 처리와 분석에 관심올 보이미 코로나가 우리나라 관광업에 끼친 영향울 프로그래망 언어물 이용해 시각화하고 분석하는 것울 프로직...
202411431 ,지적재산권전공,2020,2학년,코로나,2019,1,진로활동,"...에 참여함. 자율환동 '천사친구(2020.05.28. 2020,06.02.) ' 틀 통해 코로나 시대틀 잘 이거날 수 있도록 선행이나 걱러쪽지름 전달함 . '틀림 폐이펴 (2020.08..."
202411431 ,지적재산권전공,2020,2학년,코로나,2020,0,진로활동,"...에 참여함. 자율환동 '천사친구(2020.05.28. 2020,06.02.) ' 틀 통해 코로나 시대틀 잘 이거날 수 있도록 선행이나 걱러쪽지름 전달함 . '틀림 폐이펴 (2020.08..."
202411431 ,지적재산권전공,2021,3학년,코로나,2019,2,봉사활동,...얼마나 위험한 일인지 깨닫고 올바른 인성 함양과 소동의 자세률 키우는 계기름 마련함 . 코로나19 예방 교육(2020.04.12 )올 통해 코로나19의 주요 증상과 예방 수칙올 알게...
202411431 ,지적재산권전공,2021,3학년,코로나,2020,1,봉사활동,...얼마나 위험한 일인지 깨닫고 올바른 인성 함양과 소동의 자세률 키우는 계기름 마련함 . 코로나19 예방 교육(2020.04.12 )올 통해 코로나19의 주요 증상과 예방 수칙올 알게...
202411431 ,지적재산권전공,2021,3학년,코로나,2021,0,봉사활동,...얼마나 위험한 일인지 깨닫고 올바른 인성 함양과 소동의 자세률 키우는 계기름 마련함 . 코로나19 예방 교육(2020.04.12 )올 통해 코로나19의 주요 증상과 예방 수칙올 알게...
202510782 ,컴퓨터과학과,2022,1학년,메타버스,2022,0,동아리활동,"...진로교과데이에서 가상 증강현실 (AR/VR) 진로체험 (2022.07.14 )에 참여함. 메타버스물 체험하다 AR, VR올 직접 체험하고 AR  VR의 정확한 개념에 대해 정립하는 시간올..."
202510782 ,컴퓨터과학과,2024,3학년,메타버스,2022,2,기타,...술과 관련된 영어 자료에 흥미름 느끼고 찾 아본 후 이률 친구들에게 소개하는 활동에서   메타버스 구추울 설명하는 온라인 영어 강연올 듣고 코로나로 인해 주목울 받는 메타버스와 건강한 메...
202510790 ,컴퓨터과학과,2022,1학년,NFT,2021,1,자율활동,"...나는AI-B) (29 시간) SW에 대한 관심을 가지고 생성적 AL, AI 이미지 제작, NFT 제작, 파이씬 , 입제작과 같은 다양한 심충적인 활동에 참여하다 , 진로에 맛는 분야름..."
202510790 ,컴퓨터과학과,2023,2학년,플라스틱,2021,2,기타,"...자유낙하하는 물체의 운동올 분석해 그래프로 표현하고 중력 가속도 감의 오차원인올 분석함. 플라스틱관 , 알루미늄관 , 구리관에서 낙하하는 자석의 낙하시간을 비교하며 전자기 유도 현상올 확..."
