Date,Keyword,Category,Department,Count
2025-01,AI,IT/과학,컴퓨터공학과,277
2025-01,APEC,국제/문화,국가안보학과,13
2025-01,NASA,IT/과학,컴퓨터공학과,102
2025-01,누리호,IT/과학,컴퓨터공학과,171
2025-01,배터리,경제/사회,화공신소재학과,246
2025-01,아시안게임,국제/문화,체육학과,222
2025-01,엑스포,국제/문화,경영학과,62
2025-01,월드컵,국제/문화,스포츠융합학부,295
2025-01,초고령화,경제/사회,사회복지학과,43
2025-01,탄소국경조정제도,국제/문화,국제통상학과,67
2025-01,플라스틱,국제/문화,환경공학과,58
2025-02,AI,IT/과학,컴퓨터공학과,312
2025-02,APEC,국제/문화,국가안보학과,55
2025-02,NASA,IT/과학,컴퓨터공학과,67
2025-02,누리호,IT/과학,컴퓨터공학과,112
2025-02,배터리,경제/사회,화공신소재학과,348
2025-02,아시안게임,국제/문화,체육학과,1292
2025-02,엑스포,국제/문화,경영학과,61
2025-02,월드컵,국제/문화,스포츠융합학부,508
2025-02,초고령화,경제/사회,사회복지학과,36
2025-02,탄소국경조정제도,국제/문화,국제통상학과,66
2025-02,플라스틱,국제/문화,환경공학과,39
2025-03,AI,IT/과학,컴퓨터공학과,332
2025-03,APEC,국제/문화,국가안보학과,13
2025-03,NASA,IT/과학,컴퓨터공학과,55
2025-03,누리호,IT/과학,컴퓨터공학과,176
2025-03,배터리,경제/사회,화공신소재학과,581
2025-03,아시안게임,국제/문화,체육학과,176
2025-03,엑스포,국제/문화,경영학과,66
2025-03,월드컵,국제/문화,스포츠융합학부,930
2025-03,초고령화,경제/사회,사회복지학과,31
2025-03,탄소국경조정제도,국제/문화,국제통상학과,155
2025-03,플라스틱,국제/문화,환경공학과,64
2025-04,AI,IT/과학,컴퓨터공학과,249
2025-04,APEC,국제/문화,국가안보학과,8
2025-04,NASA,IT/과학,컴퓨터공학과,35
2025-04,누리호,IT/과학,컴퓨터공학과,122
2025-04,배터리,경제/사회,화공신소재학과,213
2025-04,아시안게임,국제/문화,체육학과,131
2025-04,엑스포,국제/문화,경영학과,116
2025-04,월드컵,국제/문화,스포츠융합학부,252
2025-04,초고령화,경제/사회,사회복지학과,28
